English,Amharic
"24  All those going out by the gate of his city listened to Haʹmor and to his son Sheʹchem, and all the males got circumcised, all those going out of the city gate. ",24  በከተማው በር የሚወጡ ሁሉ ኤሞርና ልጁ ሴኬም ያሏቸውን ሰሙ፤ በከተማዋም በር የሚወጡ ወንዶች በሙሉ ተገረዙ። 
"25  However, on the third day, when they were still in pain, two sons of Jacob, Simʹe·on and Leʹvi, Diʹnah’s brothers,+ each took his sword and went into the unsuspecting city and killed every male.+",25  ሆኖም በሦስተኛው ቀን፣ ሰዎቹ ገና ቆስለው እያሉ የዲና ወንድሞች+ የሆኑት ሁለቱ የያዕቆብ ልጆች ማለትም ስምዖንና ሌዊ ማንም ሳይጠረጥራቸው ሰይፋቸውን ይዘው ወደ ከተማዋ በመግባት ወንዶቹን ሁሉ ገደሉ።+
26  They killed Haʹmor and his son Sheʹchem with the sword and then took Diʹnah from Sheʹchem’s house and left.,26  ኤሞርንና ልጁን ሴኬምን በሰይፍ ገደሏቸው፤ ከዚያም ዲናን ከሴኬም ቤት ይዘው ሄዱ።
27  Jacob’s other sons came upon the slain men and plundered the city because they had defiled their sister.+,27  ሌሎቹ የያዕቆብ ወንዶች ልጆችም በሬሳ ላይ እየተረማመዱ ከተማዋን ዘረፉ፤ ይህን ያደረጉትም እህታቸው ስለተነወረች ነው።+
"28  They took their flocks, their herds, their donkeys, and whatever was in the city and in the field.",28  እነሱም መንጎቻቸውን፣ ከብቶቻቸውን፣ አህዮቻቸውን እንዲሁም በከተማዋ ውስጥና በመስክ ያገኙትን ሁሉ ወሰዱ።
"29  They also took all their possessions, captured all their little children and their wives, and plundered everything in the houses. ",29  በተጨማሪም ንብረቶቻቸውን በሙሉ ወሰዱ፤ እንዲሁም ትናንሽ ልጆቻቸውንና ሚስቶቻቸውን ማረኩ፤ በየቤቱ ያገኙትን ሁሉ ዘረፉ። 
"30  At this Jacob said to Simʹe·on and to Leʹvi:+ “You have brought great trouble* on me in making me a stench to the inhabitants of the land, to the Caʹnaan·ites and the Perʹiz·zites. I am few in number, and they will certainly gather together to attack me and I will be annihilated, I and my house.”",30  በዚህ ጊዜ ያዕቆብ፣ ስምዖንንና ሌዊን+ እንዲህ አላቸው፦ “በዚህች አገር በሚኖሩት በከነአናውያንና በፈሪዛውያን ዘንድ እንደ ጥምብ እንድቆጠር በማድረግ ከፍተኛ ችግር ውስጥ ከተታችሁኝ።* እኔ እንግዲህ በቁጥር አነስተኛ ነኝ፤ እነሱም በእኔ ላይ ጥቃት ለመሰንዘር ግንባር ፈጥረው መምጣታቸው አይቀርም፤ በዚ
31  But they said: “Should anyone treat our sister like a prostitute?”,31  እነሱ ግን “ታዲያ ማንም እህታችንን እንደ ዝሙት አዳሪ ቆጥሮ እንዲህ ያለ ድርጊት ይፈጽምባት?” አሉ።
"19  The two angels arrived at Sodʹom by evening, and Lot was sitting in the gate of Sodʹom. When Lot saw them, he got up to meet them and bowed down with his face to the earth.+",19  ሁለቱ መላእክት ምሽት ላይ ሰዶም ደረሱ፤ ሎጥም በሰዶም በር ተቀምጦ ነበር። እሱም ባያቸው ጊዜ ተነስቶ ወደ እነሱ ሄደ፤ በግንባሩም መሬት ላይ ተደፋ።+
"2  And he said: “Please, my lords, turn aside, please, into the house of your servant and stay overnight and have your feet washed. Then you may get up early and travel on your way.” To this they said: “No, we will stay overnight in the public square.”",2  እንዲህም አለ፦ “ጌቶቼ፣ እባካችሁ ወደ አገልጋያችሁ ቤት ጎራ በሉና እደሩ፤ እግራችሁንም ታጠቡ። ከዚያም በማለዳ ተነስታችሁ ጉዟችሁን ትቀጥላላችሁ።” እነሱም መልሰው “አይሆንም፣ አደባባዩ ላይ እናድራለን” አሉ።
"3  But he was so insistent with them that they went with him to his house. Then he made a feast for them, and he baked unleavened bread, and they ate. ",3  እሱ ግን አጥብቆ ስለለመናቸው አብረውት ወደ ቤቱ ሄዱ። ከዚያም ግብዣ አደረገላቸው። ቂጣም ጋገረላቸው፤ እነሱም በሉ። 
"4  Before they could lie down to sleep, the men of the city—the men of Sodʹom from boy to old man, all of them—surrounded the house in one mob.",4  ከመተኛታቸውም በፊት የከተማዋ ሰዎች ማለትም በሰዶም ያሉ ወንዶች ሁሉ ከልጅ እስከ አዋቂ ድረስ ግልብጥ ብለው በመውጣት ቤቱን ከበቡት።
5  And they kept calling out to Lot and saying to him: “Where are the men who came in to you tonight? Bring them out to us so that we may have sex with them.”+ ,5  ሎጥንም ደጋግመው በመጥራት “በዚህ ምሽት ወደ አንተ የመጡት ሰዎች የት አሉ? ከእነሱ ጋር የፆታ ግንኙነት እንድንፈጽም ወደ ውጭ አውጣልን” ይሉት ጀመር።+ 
"6  Then Lot went out to them to the doorway, and he shut the door behind him.",6  ከዚያም ሎጥ ወደ እነሱ ወደ ውጭ ወጣ፤ በሩንም ከኋላው ዘጋው።
"7  He said: “Please, my brothers, do not act wickedly.",7  እንዲህም አላቸው፦ “እባካችሁ ወንድሞቼ፣ እንዲህ ያለ ክፉ ድርጊት አትፈጽሙ።
"8  Please, here I have two daughters who have never had sexual relations with a man. Please, let me bring them out to you for you to do to them whatever seems good to you. But do not do anything to these men, for they have come under the shelter* of my roof.”+",8  እባካችሁ፣ ከወንድ ጋር የፆታ ግንኙነት ፈጽመው የማያውቁ ሁለት ሴቶች ልጆች አሉኝ። እባካችሁ፣ እነሱን ላውጣላችሁና መልካም መስሎ የታያችሁን አድርጉባቸው። እነዚህ ሰዎች ግን በጣሪያዬ ጥላ* ሥር ስለተጠለሉ በእነሱ ላይ ምንም ነገር አታድርጉ።”+
"9  At this they said: “Stand back!” And they added: “This lone foreigner came to live here, and yet he dares to judge us! Now we are going to do worse to you than to them.” And they crowded in* on Lot and moved forward to break down the door.",9  በዚህ ጊዜ ሰዎቹ “ዞር በል!” አሉት። ከዚያም “ይህ ወገን የሌለው መጤ፣ ደግሞ በእኛ ላይ ዳኛ ልሁን ይላል እንዴ! በእነሱ ላይ ልናደርግ ካሰብነው የከፋ ነገር እንዳናደርግብህ” አሉት። ሎጥንም በኃይል ገፉት፤ በሩንም ሊሰብሩት ተቃረቡ።
"10  So the men reached out their hands and brought Lot into the house with them, and they shut the door.",10  ስለሆነም ውስጥ የነበሩት ሰዎች እጃቸውን ወደ ውጭ ዘርግተው ሎጥን እነሱ ወዳሉበት ወደ ቤት አስገቡት፤ በሩንም ዘጉት።
"11  But they struck the men who were at the entrance of the house with blindness, from the least to the greatest, so that they wore themselves out trying to find the doorway. ",11  ሆኖም በቤቱ ደጃፍ ላይ የነበሩትን ሰዎች ከትንሹ አንስቶ እስከ ትልቁ ድረስ አሳወሯቸው፤ በዚህም የተነሳ ሰዎቹ በሩን ለማግኘት ሲዳክሩ ደከሙ። 
"12  Then the men said to Lot: “Do you have anyone else here? Sons-in-law, your sons, your daughters, and all your people in the city, bring out of this place!",12  ከዚያም ሰዎቹ ሎጥን እንዲህ አሉት፦ “እዚህ የሚኖሩ ሌሎች ዘመዶች አሉህ? አማቾችህን፣ ወንዶችና ሴቶች ልጆችህን እንዲሁም በከተማዋ ውስጥ የሚኖር ዘመድ አዝማድህን በሙሉ ከዚህ ስፍራ ይዘህ ውጣ!
"13  For we are going to destroy this place, because the outcry against them has indeed grown great* before Jehovah,+ so that Jehovah sent us to destroy the city.”",13  ይህን ስፍራ ልናጠፋው ነው፤ ምክንያቱም ሕዝቦቿን በተመለከተ የሚሰማው ጩኸት በይሖዋ ፊት እየጨመረ ስለመጣ+ ይሖዋ ከተማዋን እንድናጠፋት ልኮናል።”
"14  So Lot went out and began to speak to his sons-in-law who were to marry his daughters, and he kept saying: “Get up! Get out of this place, because Jehovah will destroy the city!” But to his sons-in-law, he seemed to be joking.+ ",14  በመሆኑም ሎጥ ወጥቶ የሴት ልጆቹ እጮኛ የሆኑትን አማቾቹን “ተነሱ! ይሖዋ ከተማዋን ሊያጠፋት ስለሆነ ከዚህ ስፍራ ውጡ!” አላቸው። አማቾቹ ግን የሚያሾፍ መሰላቸው።+ 
"15  As dawn was breaking, the angels became urgent with Lot, saying: “Get up! Take your wife and your two daughters who are here with you, so that you will not be swept away in the error of the city!”+",15  ጎህ ሲቀድ መላእክቱ ሎጥን “ተነስ! በከተማዋ በደል የተነሳ እንዳትጠፋ ከአንተ ጋር ያሉትን ሚስትህንና ሁለቱን ሴቶች ልጆችህን ይዘህ ውጣ!” በማለት አቻኮሉት።+
"16  When he kept lingering, then because of Jehovah’s compassion for him,+ the men seized hold of his hand and the hand of his wife and the hands of his two daughters, and they brought him out and stationed him outside the city.+",16  ሎጥ በዘገየ ጊዜ ይሖዋ ስለራራለት+ ሰዎቹ የእሱን እጅ፣ የሚስቱን እጅና የሁለቱን ሴቶች ልጆቹን እጅ ይዘው ከከተማዋ አስወጡት።+
"17  As soon as they had brought them to the outskirts, he said: “Escape for your life!* Do not look behind you+ and do not stand still in any part of the district!+ Escape to the mountainous region so that you may not be swept away!” ",17  ልክ ከተማዋ ዳርቻ ላይ እንዳደረሷቸውም ከእነሱ አንዱ እንዲህ አለ፦ “ሕይወትህን* ለማትረፍ ሽሽ! ወደ ኋላህ እንዳትመለከት፤+ አውራጃውንም+ ለቀህ እስክትወጣ ድረስ የትኛውም ቦታ ላይ እንዳትቆም! እንዳትጠፋ ወደ ተራራማው አካባቢ ሽሽ!” 
"18  Then Lot said to them: “Not there, please, Jehovah!",18  ከዚያም ሎጥ እንዲህ አላቸው፦ “እባክህ ይሖዋ፣ ወደዚያስ አልሂድ!
"19  Please, now, your servant has found favor in your eyes and you are showing great kindness* to me by preserving me* alive,+ but I am not able to flee to the mountainous region because I am afraid that disaster may overtake me and I will die.+",19  መቼም አገልጋይህ በፊትህ ሞገስ አግኝቷል፤ ሕይወቴን* በማትረፍ ታላቅ ደግነት* አሳይተኸኛል፤+ ሆኖም አደጋ እንዳይደርስብኝና እንዳልሞት ስለምፈራ+ ወደ ተራራማው አካባቢ ሸሽቼ ማምለጥ አልችልም።
"20  Please, now, this town is nearby and I can flee there; it is only a small place. May I, please, escape there? It is only a small place. Then I will survive.”*",20  እባክህ ይህች ከተማ ቅርብ ነች፤ ወደዚያ መሸሽ እችላለሁ፤ ትንሽ ስፍራ እኮ ናት። እባክህ፣ ወደዚያ መሸሽ እችላለሁ? ትንሽ ስፍራ እኮ ናት። እንደዚያ ከሆነ እተርፋለሁ።”*
"21  So he said to him: “Very well, I will also show you consideration+ by not overthrowing the town you speak of.+",21  እሱም እንዲህ አለው፦ “እሺ ይሁን፣ ያልካትን ከተማ ባለማጥፋት+ አሁንም አሳቢነት አሳይሃለሁ።+
"22  Hurry! Escape there, because I cannot do anything until you arrive there!”+ That is why he named the town Zoʹar.*+ ",22  ፍጠን! አንተ እዚያ እስክትደርስ ድረስ ምንም ነገር ማድረግ ስለማልችል+ ወደዚያ ሽሽ!” ከተማዋን ዞአር*+ ብሎ የሰየማት ለዚህ ነው። 
23  The sun had risen over the land when Lot arrived at Zoʹar.,23  ሎጥ ዞአር ሲደርስ ፀሐይ በምድሩ ላይ ወጥታ ነበር።
"24  Then Jehovah made it rain sulfur and fire on Sodʹom and Go·morʹrah—it came from Jehovah, from the heavens.+",24  ከዚያም ይሖዋ በሰዶምና በገሞራ ላይ እሳትና ድኝ አዘነበ፤ ይህም የመጣው ከሰማይ ከይሖዋ ዘንድ ነው።+
"25  So he overthrew these cities, yes, the entire district, including all the inhabitants of the cities and the plants of the ground.+",25  እሱም እነዚህን ከተሞች ገለባበጠ፤ አዎ፣ የከተሞቹን ነዋሪዎችና የምድሪቱን ተክል+ ሁሉ ጨምሮ መላውን አውራጃ ገለባበጠ።
"26  But Lot’s wife, who was behind him, began to look back, and she became a pillar of salt.+ ",26  ሆኖም ከሎጥ በስተ ኋላ የነበረችው የሎጥ ሚስት ወደ ኋላ ዞራ መመልከት ጀመረች፤ እሷም የጨው ዓምድ ሆነች።+ 
27  Now Abraham got up early in the morning and went to the place where he had stood before Jehovah.+,27  አብርሃምም በማለዳ ተነሳ፤ ቀደም ሲል በይሖዋ ፊት ቆሞ ወደነበረበትም ስፍራ ሄደ።+
"28  When he looked down toward Sodʹom and Go·morʹrah and all the land of the district, he saw quite a sight. There was dense smoke rising from the land like the dense smoke of a kiln!+",28  ወደ ሰዶምና ወደ ገሞራ እንዲሁም በአውራጃው ውስጥ ወዳሉት ከተሞች በሙሉ ቁልቁል ሲያይም የሚያስገርም ነገር ተመለከተ። ከእቶን እንደሚወጣ ያለ የሚትጎለጎል ጭስ ከምድሩ እየተትጎለጎለ ይወጣ ነበር!+
"29  So when God destroyed the cities of the district, God kept Abraham in mind by sending Lot out from the cities he overthrew, the cities where Lot had been dwelling.+ ",29  አምላክ የአውራጃውን ከተሞች ባጠፋበት ጊዜ ሎጥ ይኖርባቸው ከነበሩትና አምላክ ካጠፋቸው ከተሞች ውስጥ ሎጥን በማውጣት አብርሃምን አሰበው።+ 
"30  Later Lot went up from Zoʹar with his two daughters and began living in the mountainous region,+ because he was afraid to live in Zoʹar.+ So he began living in a cave with his two daughters.",30  በኋላም ሎጥ በዞአር+ መኖር ስለፈራ ከዞአር ወጥቶ ከሁለቱ ሴቶች ልጆቹ ጋር በተራራማው አካባቢ መኖር ጀመረ።+ ስለዚህ ከሁለቱ ሴቶች ልጆቹ ጋር በዋሻ ውስጥ መኖር ጀመረ።
"31  And the firstborn said to the younger: “Our father is old, and there is not a man in the land to have relations with us according to the custom of the whole earth.",31  የመጀመሪያዋ ልጅ ታናሿን እንዲህ አለቻት፦ “አባታችን አርጅቷል፤ በመላው ምድር ላይ ባለው ልማድ መሠረት ከእኛ ጋር ግንኙነት የሚፈጽም ወንድ በዚህ አካባቢ የለም።
"32  Come, let us give our father wine to drink, and let us lie down with him and preserve offspring from our father.” ",32  ነይ፣ አባታችንን የወይን ጠጅ እናጠጣውና ከእሱ ጋር እንተኛ፤ እንዲህ በማድረግ ከአባታችን ዘር እናስቀር።” 
"33  So that night they kept giving their father wine to drink; then the firstborn went in and lay down with her father, but he did not know when she lay down and when she got up.",33  በመሆኑም በዚያ ምሽት አባታቸውን ደጋግመው የወይን ጠጅ አጠጡት፤ ከዚያም የመጀመሪያዋ ልጅ ገብታ ከአባቷ ጋር ተኛች። እሱ ግን ስትተኛም ሆነ ስትነሣ አላወቀም።
"34  Then on the next day, the firstborn said to the younger: “Here I lay down with my father last night. Let us give him wine to drink tonight also. Then you go in and lie down with him, and let us preserve offspring from our father.”",34  በማግስቱም የመጀመሪያዋ ልጅ ታናሿን እንዲህ አለቻት፦ “ይኸው እኔ ትናንት ሌሊት ከአባቴ ጋር ተኝቻለሁ። ዛሬ ማታም የወይን ጠጅ እናጠጣው። ከዚያም አንቺ ገብተሽ ከእሱ ጋር ትተኚያለሽ። እንዲህ በማድረግ ከአባታችን ዘር እናስቀር።”
"35  So that night also, they repeatedly gave their father wine to drink; then the younger went and lay down with him, but he did not know when she lay down and when she got up.",35  በመሆኑም በዚያ ምሽትም አባታቸውን ደጋግመው የወይን ጠጅ አጠጡት፤ ከዚያም ታናሽየዋ ልጅ ሄዳ ከአባቷ ጋር ተኛች። እሱ ግን ስትተኛም ሆነ ስትነሳ አላወቀም።
36  So both daughters of Lot became pregnant by their father.,36  ስለሆነም ሁለቱም የሎጥ ሴቶች ልጆች ከአባታቸው ፀነሱ።
37  The firstborn gave birth to a son and named him Moʹab.+ He is the father of the Moʹab·ites of today.+,37  ታላቅየዋም ወንድ ልጅ ወለደች፤ ስሙንም ሞዓብ+ አለችው፤ እሱም ዛሬ ያሉት ሞዓባውያን አባት ነው።+
"38  The younger also gave birth to a son, and she named him Ben-amʹmi. He is the father of the Amʹmon·ites+ of today.",38  ታናሽየዋም ወንድ ልጅ ወለደች፤ ስሙንም ቤንአሚ አለችው፤ እሱም ዛሬ ያሉት አሞናውያን አባት ነው።+
"20  Now Abraham moved his camp from there+ to the land of the Negʹeb and began dwelling between Kaʹdesh+ and Shur.+ While he was residing* at Geʹrar,+",20  አብርሃም ድንኳኑን+ ከዚያ ነቅሎ ወደ ኔጌብ ምድር ሄደ፤ በቃዴስና+ በሹር+ መካከልም መኖር ጀመረ። በጌራራ+ እየኖረ* ሳለ
2  Abraham repeated concerning his wife Sarah: “She is my sister.”+ So A·bimʹe·lech king of Geʹrar sent for Sarah and took her.+,2  በድጋሚ ሚስቱን ሣራን “እህቴ ናት” አለ።+ በመሆኑም የጌራራ ንጉሥ አቢሜሌክ ሰዎችን ልኮ ሣራን አስመጣት፤ ከዚያም ወሰዳት።+
"3  Afterward, God came by night to A·bimʹe·lech in a dream and said to him: “Here you are as good as dead because of the woman whom you have taken,+ since she is married and belongs to another man.”+",3  ከዚያም አምላክ ለአቢሜሌክ ሌሊት በሕልም ተገልጦለት “በወሰድካት ሴት የተነሳ ትሞታለህ፤+ ምክንያቱም እሷ ያገባችና ባለቤት ያላት ሴት ናት”+ አለው።
"4  However, A·bimʹe·lech had not gone near her.* So he said: “Jehovah, will you kill a nation that is really innocent?*",4  ሆኖም አቢሜሌክ ወደ እሷ አልቀረበም ነበር።* በመሆኑም እንዲህ አለ፦ “ይሖዋ፣ ምንም በደል ያልፈጸመን* ብሔር ታጠፋለህ?
"5  Did he not say to me, ‘She is my sister,’ and did she too not say, ‘He is my brother’? I did this with an honest heart and innocent hands.”",5  እሱ ‘እህቴ ናት’ አላለኝም? እሷስ ብትሆን ‘ወንድሜ ነው’ አላለችም? ይህን ያደረግኩት በቅን ልቦናና በንጹሕ እጅ ነው።”
"6  Then the true God said to him in the dream: “I know that you did this with an honest heart, so I held you back from sinning against me. That is why I did not allow you to touch her.",6  ከዚያም እውነተኛው አምላክ በሕልም ተገልጦለት እንዲህ አለው፦ “ይህን ያደረግከው በቅን ልቦና ተነሳስተህ እንደሆነ አውቃለሁ፤ በእኔም ላይ ኃጢአት እንዳትሠራ ጠብቄሃለሁ። እንድትነካት ያልፈቀድኩልህም ለዚህ ነው።
"7  Now return the man’s wife, for he is a prophet,+ and he will make supplication for you+ and you will keep living. But if you are not returning her, know that you will surely die, you and all who are yours.” ",7  በል አሁን የሰውየውን ሚስት መልስ፤ እሱ ነቢይ ነውና፤+ ስለ አንተም ልመና ያቀርባል፤+ አንተም በሕይወት ትኖራለህ። እሷን ባትመልስ ግን በእርግጥ እንደምትሞት እወቅ፤ አንተም ሆንክ የአንተ የሆነው ሁሉ ትሞታላችሁ።” 
"8  A·bimʹe·lech got up early in the morning and called all his servants and told them all these things, and they became very frightened.",8  አቢሜሌክ በማለዳ ተነሳ፤ አገልጋዮቹንም በሙሉ ጠርቶ የሆነውን ሁሉ ነገራቸው፤ እነሱም በጣም ፈሩ።
9  Then A·bimʹe·lech called Abraham and said to him: “What have you done to us? What sin have I committed against you that you would bring upon me and my kingdom such a great sin? What you have done to me was not right.”,9  ከዚያም አቢሜሌክ አብርሃምን ጠርቶ እንዲህ አለው፦ “ይህ ያደረግክብን ነገር ምንድን ነው? በእኔም ሆነ በግዛቴ ላይ እንዲህ ያለውን ታላቅ ኃጢአት ያመጣህብን ለመሆኑ ምን በድዬህ ነው? ያደረግክብኝ ነገር ትክክል አይደለም።”
10  And A·bimʹe·lech went on to say to Abraham: “What were your intentions when you did this thing?”+,10  በመቀጠልም አቢሜሌክ አብርሃምን “ለመሆኑ ይህን ያደረግከው ምን አስበህ ነው?” አለው።+
"11  Abraham said: “It was because I said to myself, ‘Surely there is no fear of God in this place, and they will kill me because of my wife.’+",11  አብርሃምም እንዲህ አለው፦ “ይህን ያደረግኩት ‘በዚህ ስፍራ እንደሆነ ፈሪሃ አምላክ የሚባል ነገር የለም፤ ሰዎቹ ለሚስቴ ሲሉ ሊገድሉኝ ይችላሉ’ ብዬ ስለሰጋሁ ነው።+
"12  And besides, she really is my sister, the daughter of my father but not the daughter of my mother, and she became my wife.+",12  ደግሞም እኮ በእርግጥ እህቴ ናት፤ የእናቴ ልጅ ባትሆንም የአባቴ ልጅ ናት፤ እሷም ሚስቴ ሆነች።+
"13  So when God caused me to wander from the house of my father,+ I said to her: ‘Let this be how you show loyal love to me: Everywhere we go, say of me, “He is my brother.”’”+ ",13  በመሆኑም አምላክ ከአባቴ ቤት ወጥቼ ከአገር አገር እየዞርኩ እንድኖር በነገረኝ ጊዜ+ ‘በምንሄድበት ስፍራ ሁሉ “ወንድሜ ነው” ብለሽ በመናገር ታማኝ ፍቅር አሳዪኝ’ ብያት ነበር።”+ 
"14  A·bimʹe·lech then took sheep and cattle and male and female servants and gave them to Abraham, and he returned his wife Sarah to him.",14  ከዚያም አቢሜሌክ በጎችን፣ ከብቶችን እንዲሁም ወንድና ሴት አገልጋዮችን ለአብርሃም ሰጠው፤ ሚስቱን ሣራንም መለሰለት።
15  A·bimʹe·lech also said: “Here my land is available to you. Dwell wherever you please.”,15  በተጨማሪም አቢሜሌክ “አገሬ አገርህ ናት፤ ደስ ባለህ ቦታ መኖር ትችላለህ” አለው።
"16  And to Sarah he said: “Here I give 1,000 pieces of silver to your brother.+ It is a sign of your innocence* to all who are with you and before everybody, and you are cleared of reproach.”","16  ሣራንም እንዲህ አላት፦ “ይኸው ለወንድምሽ+ 1,000 የብር ሰቅል እሰጠዋለሁ። ይህም አንቺ ንጹሕ ሰው መሆንሽን ከአንቺ ጋር ባሉት ሰዎች ሁሉ ፊትም ሆነ በሌሎች ሰዎች ፊት የሚያሳውቅ ምልክት ነው፤* አንቺም ከማንኛውም ነቀፋ ነፃ ነሽ።”"
"17  And Abraham began to make supplication to the true God, and God healed A·bimʹe·lech and his wife and his slave girls, and they began having children;",17  አብርሃምም ወደ እውነተኛው አምላክ ልመና አቀረበ፤ አምላክም አቢሜሌክን፣ ሚስቱንና ሴት ባሪያዎቹን ፈወሳቸው፤ እነሱም ልጆች መውለድ ጀመሩ፤
"18  for Jehovah had made all the women of the house of A·bimʹe·lech barren* because of Sarah, Abraham’s wife.+",18  ምክንያቱም ይሖዋ በአብርሃም ሚስት በሣራ የተነሳ በአቢሜሌክ ቤት ያሉትን ሴቶች ሁሉ መሃን አድርጎ ነበር።*+
3  Now the serpent+ was the most cautious* of all the wild animals of the field that Jehovah God had made. So it said to the woman: “Did God really say that you must not eat from every tree of the garden?”+,3  እባብም+ ይሖዋ አምላክ ከሠራቸው የዱር እንስሳት ሁሉ እጅግ ጠንቃቃ* ነበር። በመሆኑም ሴቲቱን “በእርግጥ አምላክ ‘በአትክልቱ ስፍራ ካለው ከማንኛውም ዛፍ አትብሉ’ ብሏችኋል?”+ ሲል ጠየቃት።
2  At this the woman said to the serpent: “We may eat of the fruit of the trees of the garden.+,2  በዚህ ጊዜ ሴቲቱ እባቡን እንዲህ አለችው፦ “በአትክልቱ ስፍራ ካሉት ዛፎች ፍሬ መብላት እንችላለን።+
"3  But God has said about the fruit of the tree that is in the middle of the garden:+ ‘You must not eat from it, no, you must not touch it; otherwise you will die.’”",3  ይሁንና በአትክልቱ ስፍራ መካከል የሚገኘውን ዛፍ+ ፍሬ በተመለከተ አምላክ ‘ከእሱ አትብሉ፤ ፈጽሞም አትንኩት፤ አለዚያ ትሞታላችሁ’ ብሏል።”
4  At this the serpent said to the woman: “You certainly will not die.+,4  በዚህ ጊዜ እባቡ ሴቲቱን እንዲህ አላት፦ “መሞት እንኳ ፈጽሞ አትሞቱም።+
"5  For God knows that in the very day you eat from it, your eyes will be opened and you will be like God, knowing good and bad.”+ ",5  አምላክ ከዛፉ በበላችሁ ቀን ዓይኖቻችሁ እንደሚገለጡና መልካምና ክፉን በማወቅ ረገድ እንደ አምላክ እንደምትሆኑ+ ስለሚያውቅ ነው።” 
"6  Consequently, the woman saw that the tree was good for food and that it was something desirable to the eyes, yes, the tree was pleasing to look at. So she began taking of its fruit and eating it.+ Afterward, she also gave some to her husband when he was with her, and he began eating it.+",6  በዚህም የተነሳ ሴቲቱ ዛፉ ለመብል መልካም፣ ሲያዩትም የሚያጓጓ እንደሆነ ተመለከተች፤ ዛፉ ለዓይን የሚማርክ ነበር። ስለሆነም ከዛፉ ፍሬ ወስዳ በላች።+ ባሏም አብሯት ሲሆን ለእሱም ሰጠችው፤ እሱም በላ።+
"7  Then the eyes of both of them were opened, and they realized that they were naked. So they sewed fig leaves together and made loin coverings for themselves.+ ",7  ከዚያም የሁለቱም ዓይኖች ተገለጡ፤ ራቁታቸውን መሆናቸውንም አስተዋሉ። በመሆኑም የበለስ ቅጠል በመስፋት የሚያሸርጡት ነገር ለራሳቸው ሠሩ።+ 
"8  Later they heard the voice of Jehovah God as he was walking in the garden about the breezy part of the day, and the man and his wife hid from the face of Jehovah God among the trees of the garden.",8  በኋላም ሰውየውና ሚስቱ ቀኑ ነፋሻማ በሆነበት ጊዜ ላይ ይሖዋ አምላክ በአትክልቱ ስፍራ ውስጥ ሲሄድ ድምፁን ሰሙ፤ እነሱም በአትክልቱ ስፍራ ባሉት ዛፎች መካከል በመግባት ከይሖዋ አምላክ ፊት ተደበቁ።
9  And Jehovah God kept calling to the man and saying to him: “Where are you?”,9  ይሖዋ አምላክም ሰውየውን በተደጋጋሚ በመጣራት “የት ነህ?” አለው።
"10  Finally he said: “I heard your voice in the garden, but I was afraid because I was naked, so I hid myself.”",10  በመጨረሻም ሰውየው “በአትክልቱ ስፍራ ድምፅህን ሰማሁ፤ ሆኖም ራቁቴን ስለነበርኩ ፈራሁ፤ ስለሆነም ተደበቅኩ” አለ።
11  At that he said: “Who told you that you were naked?+ Have you eaten from the tree from which I commanded you not to eat?”+,11  እሱም “ራቁትህን+ እንደሆንክ ማን ነገረህ? እንዳትበላ ብዬ ካዘዝኩህ ዛፍ+ በላህ?” አለው።
"12  The man said: “The woman whom you gave to be with me, she gave me fruit from the tree, so I ate.”",12  ሰውየውም “ከእኔ ጋር እንድትሆን የሰጠኸኝ ይህች ሴት ከዛፉ ፍሬ ሰጠችኝና በላሁ” አለ።
"13  Jehovah God then said to the woman: “What is this you have done?” The woman replied: “The serpent deceived me, so I ate.”+ ",13  ከዚያም ይሖዋ አምላክ ሴቲቱን “ለመሆኑ ይህ ያደረግሽው ነገር ምንድን ነው?” አላት። ሴቲቱም “እባቡ አታለለኝና በላሁ”+ ስትል መለሰች። 
"14  Then Jehovah God said to the serpent:+ “Because you have done this, you are the cursed one out of all the domestic animals and out of all the wild animals of the field. On your belly you will go, and you will eat dust all the days of your life.",14  ከዚያም ይሖዋ አምላክ እባቡን+ እንዲህ አለው፦ “ይህን ስላደረግክ ከቤት እንስሳት ሁሉ እንዲሁም ከዱር እንስሳት ሁሉ የተረገምክ ትሆናለህ። በሕይወትህ ዘመን ሁሉ በሆድህ እየተሳብክ ትሄዳለህ፤ እንዲሁም አፈር ትበላለህ።
"15  And I will put enmity*+ between you+ and the woman+ and between your offspring*+ and her offspring.*+ He will crush* your head,+ and you will strike* him in the heel.”+ ",15  በአንተና+ በሴቲቱ+ መካከል እንዲሁም በዘርህና+ በዘሯ+ መካከል ጠላትነት+ እንዲኖር አደርጋለሁ፤ እሱ ራስህን ይጨፈልቃል፤*+ አንተም ተረከዙን ታቆስላለህ።”*+ 
"16  To the woman he said: “I will greatly increase the pain of your pregnancy; in pain you will give birth to children, and your longing will be for your husband, and he will dominate you.” ",16  ሴቲቱንም እንዲህ አላት፦ “በእርግዝናሽ ወቅት የሚሰማሽን ሕመም በእጅጉ አበዛለሁ፤ ልጆች የምትወልጂውም በሥቃይ ይሆናል፤ ምኞትሽ ሁሉ ባልሽ ይሆናል፤ እሱ ደግሞ ይገዛሻል።” 
